State,ANDHRA PRADESH,14,25,11,36
State,ARUNACHAL PRADESH,0,0,0,0
State,ASSAM,5,11,2,13
State,BIHAR,0,0,0,0
State,CHHATTISGARH,0,0,0,0
State,GOA,0,0,0,0
State,GUJARAT,0,0,0,0
State,HARYANA,0,0,0,0
State,HIMACHAL PRADESH,0,0,0,0
State,JAMMU & KASHMIR,0,0,0,0
State,JHARKHAND,0,0,0,0
State,KARNATAKA,3,5,2,7
State,KERALA,11,20,4,24
State,MADHYA PRADESH,1,1,1,2
State,MAHARASHTRA,3,6,1,7
State,MANIPUR,0,0,0,0
State,MEGHALAYA,0,0,0,0
State,MIZORAM,0,0,0,0
State,NAGALAND,0,0,0,0
State,ODISHA,0,0,0,0
State,PUNJAB,9,12,6,18
State,RAJASTHAN,7,8,14,22
State,SIKKIM,0,0,0,0
State,TAMIL NADU,16,33,10,43
State,TELANGANA,2,4,2,6
State,TRIPURA,0,0,0,0
State,UTTAR PRADESH,0,0,0,0
State,UTTARAKHAND,1,1,1,2
State,WEST BENGAL,0,0,0,0
State,TOTAL (STATES),72,126,54,180
UT,A & NISLANDS,0,0,0,0
UT,CHANDIGARH,0,0,0,0
UT,D & N HAVELI,0,0,0,0
UT,DAMAN & DIU,0,0,0,0
UT,DELHI (UT),0,0,0,0
UT,LAKSHADWEEP,0,0,0,0
UT,PUDUCHERRY,0,0,0,0
UT,TOTAL (UTs),0,0,0,0
TOTAL (ALL INDIA),TOTAL (ALL INDIA),72,126,54,180
City,AGRA,0,0,0,0
City,AHMEDABAD,0,0,0,0
City,ALLAHABAD,0,0,0,0
City,AMRITSAR,0,0,0,0
City,ASANSOL,0,0,0,0
City,AURANGABAD,0,0,0,0
City,BENGALURU,0,0,0,0
City,BHOPAL,0,0,0,0
City,CHANDIGARH (CITY),0,0,0,0
City,CHENNAI,8,18,1,19
City,COIMBATORE,0,0,0,0
City,DELHI (CITY),0,0,0,0
City,DHANBAD,0,0,0,0
City,DURG BHILAINAGAR,0,0,0,0
City,FARIDABAD,0,0,0,0
City,GHAZIABAD,0,0,0,0
City,GWALIOR,0,0,0,0
City,HYDERABAD,0,0,0,0
City,INDORE,0,0,0,0
City,JABALPUR,0,0,0,0
City,JAIPUR,0,0,0,0
City,JAMSHEDPUR,0,0,0,0
City,JODHPUR,0,0,0,0
City,KANNUR,1,1,1,2
City,KANPUR,0,0,0,0
City,KOCHI,0,0,0,0
City,KOLKATA,0,0,0,0
City,KOLLAM,0,0,0,0
City,KOTA,0,0,0,0
City,KOZHIKODE,1,2,0,2
City,LUCKNOW,0,0,0,0
City,LUDHIANA,0,0,0,0
City,MADURAI,0,0,0,0
City,MALAPPURAM,0,0,0,0
City,MEERUT,0,0,0,0
City,MUMBAI,0,0,0,0
City,NAGPUR,0,0,0,0
City,NASIK,0,0,0,0
City,PATNA,0,0,0,0
City,PUNE,0,0,0,0
City,RAIPUR,0,0,0,0
City,RAJKOT,0,0,0,0
City,RANCHI,0,0,0,0
City,SRINAGAR,0,0,0,0
City,SURAT,0,0,0,0
City,THIRUVANANTHAPURAM,0,0,0,0
City,THRISSUR,0,0,0,0
City,TIRUCHIRAPPALLI,0,0,0,0
City,VADODARA,0,0,0,0
City,VARANASI,0,0,0,0
City,VASAI VIRAR,0,0,0,0
City,VIJAYAWADA,0,0,0,0
City,VISHAKHAPATNAM,0,0,0,0
City,TOTAL (CITIES),10,21,2,23
last,last,0,0,0,0
